Agente,Módulo,Datos,Fecha/Hora
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-10 1:45:38"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-11 1:49:58"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-01-11 3:41:45"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-11 3:46:49"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-12 3:51:16"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-13 3:54:50"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-14 3:58:54"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-15 4:02:38"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-01-15 10:41:27"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-15 10:46:31"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-01-16 1:13:14"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-16 1:18:19"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-17 1:22:21"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-01-17 10:16:49"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-17 10:21:54"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-18 10:26:54"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-19 10:30:57"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-20 10:34:57"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-21 10:39:09"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-22 10:43:24"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-01-22 23:56:36"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-23 10:04:52"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-24 10:09:01"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-25 10:13:02"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-01-25 23:34:10"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-25 23:39:14"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-26 23:43:22"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-27 23:46:31"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-28 23:50:23"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-29 23:54:06"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-01-30 23:57:56"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-01 0:01:58"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-02 0:06:11"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-03 0:10:23"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-04 0:14:21"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-05 0:18:13"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-06 0:22:20"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-07 0:26:29"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-08 0:30:33"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-09 0:34:21"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-10 0:38:17"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-11 0:42:30"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-12 0:46:25"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-13 0:50:24"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-14 0:54:21"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-15 0:58:41"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-16 1:03:34"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-02-16 13:54:14"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-16 13:59:19"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-17 14:03:41"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-18 14:07:52"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-19 14:08:06"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-20 14:12:10"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-21 14:13:11"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-02-22 5:35:46"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-22 5:40:50"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-23 5:44:59"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-24 5:49:01"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-02-24 13:30:38"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-24 13:35:43"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-02-24 15:42:46"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-24 15:47:50"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-02-25 13:37:31"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-25 13:42:35"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-26 13:46:53"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-02-26 16:39:29"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-26 16:44:33"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-27 16:48:28"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-02-28 0:29:57"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-02-28 0:35:01"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-01 0:38:45"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-01 4:21:54"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-01 4:26:59"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-02 4:31:13"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-02 7:28:45"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-02 7:33:49"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-03 7:38:05"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-03 20:53:50"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-03 20:58:54"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-04 21:02:13"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-05 21:06:27"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-06 21:10:41"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-07 18:20:15"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-07 18:25:20"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-08 18:29:28"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-09 9:57:29"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-09 10:02:34"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-10 10:06:25"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-11 10:07:08"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-12 10:11:29"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-13 10:12:39"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-13 11:39:09"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-13 11:44:13"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-14 11:48:23"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-14 19:35:14"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-14 19:40:18"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-15 15:31:20"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-15 15:36:24"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-16 11:59:34"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-16 12:04:35"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-17 12:08:19"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-17 17:53:13"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-17 17:58:17"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-18 18:02:12"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-19 12:39:59"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-19 12:45:03"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-20 10:43:03"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-20 10:48:07"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-21 0:03:51"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-21 0:08:55"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-21 22:17:01"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-21 22:22:05"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-22 22:25:58"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-23 22:29:58"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-24 3:09:04"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-24 3:14:08"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-25 3:18:18"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-26 3:22:11"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-26 9:22:05"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-26 9:27:09"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-27 5:07:46"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-27 5:12:50"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-28 5:16:38"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-03-28 10:51:01"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-28 10:56:05"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-29 12:00:36"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-30 12:05:03"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-03-31 12:08:49"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-01 12:12:44"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-02 12:16:53"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-03 12:20:53"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-04 12:24:30"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-05 12:28:38"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-06 12:32:42"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-07 12:36:35"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-08 12:40:36"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-09 12:41:02"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-09 19:01:24"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-09 19:06:28"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-10 19:10:48"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-11 19:15:16"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-12 17:13:18"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-12 17:18:22"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-13 17:22:15"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-14 17:26:04"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-15 0:37:18"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-15 0:42:23"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-15 7:28:08"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-15 7:33:13"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-16 3:49:49"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-16 3:54:52"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-17 3:58:23"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-17 20:57:22"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-17 21:02:26"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-18 21:06:09"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-19 13:54:35"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-19 13:59:40"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-20 14:00:54"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-20 17:24:02"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-20 17:29:07"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-21 17:33:38"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-22 17:37:28"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-23 17:41:17"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-24 17:45:17"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-24 22:39:25"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-24 22:44:29"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-25 22:48:33"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-26 22:52:38"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-27 22:56:53"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-28 23:00:55"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-28 23:21:32"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-28 23:26:36"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-29 23:30:42"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-04-30 23:34:40"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-04-30 23:55:17"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-01 0:00:22"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-02 0:01:46"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-05-02 1:02:55"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-02 1:07:59"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-03 1:11:54"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-04 1:15:58"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-05-04 19:35:52"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-04 19:41:00"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-05 19:44:54"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-05-06 17:37:41"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-06 17:48:11"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-07 17:52:17"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-08 17:56:34"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-09 17:58:08"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-10 18:02:09"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-11 18:02:39"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-12 18:07:09"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-13 18:11:28"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-14 18:15:22"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-15 18:19:04"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-16 18:23:18"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-17 18:27:44"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-18 18:31:28"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-19 18:35:08"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-05-20 11:13:50"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-20 11:18:55"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-05-21 3:46:53"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-21 3:51:57"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-22 3:55:52"
"ldap1","Check&#x20;SSH&#x20;Server","0.00","2015-05-22 10:21:06"
"ldap1","Check&#x20;SSH&#x20;Server","1.00","2015-05-22 10:26:10"

